No,drawtime,returntime,from,to,min,distance
SPB-16315,2019-05-01 2:59,2019-05-01 3:16,1726,1637,17,4080
SPB-18738,2019-05-01 2:26,2019-05-01 3:16,1357,1357,47,3220
SPB-05500,2019-05-01 2:28,2019-05-01 3:17,303,1322,47,9950
SPB-15394,2019-05-01 2:47,2019-05-01 3:17,1222,1009,28,6740
SPB-14211,2019-05-01 2:46,2019-05-01 3:17,1228,1278,29,4870
SPB-14241,2019-05-01 3:07,2019-05-01 3:17,1407,1433,9,1270
SPB-11829,2019-05-01 2:52,2019-05-01 3:17,263,270,24,4460
SPB-18075,2019-05-01 2:51,2019-05-01 3:17,142,301,25,3230
SPB-04336,2019-05-01 2:27,2019-05-01 3:17,1357,1357,49,4700
SPB-11008,2019-05-01 3:03,2019-05-01 3:17,382,568,12,1930
SPB-19923,2019-05-01 2:28,2019-05-01 3:17,1357,1357,47,4270
SPB-07642,2019-05-01 3:00,2019-05-01 3:17,1158,1113,16,3190
SPB-10656,2019-05-01 3:12,2019-05-01 3:17,1131,1157,4,430
SPB-13992,2019-05-01 2:56,2019-05-01 3:17,525,3541,20,3540
SPB-19792,2019-05-01 3:11,2019-05-01 3:17,1911,1913,5,1180
SPB-18982,2019-05-01 2:50,2019-05-01 3:17,557,1327,25,5500
SPB-00266,2019-05-01 2:30,2019-05-01 3:17,303,1322,46,10100
SPB-18246,2019-05-01 3:07,2019-05-01 3:17,951,946,9,1680
SPB-01884,2019-05-01 3:11,2019-05-01 3:17,2164,2108,5,1080
SPB-15445,2019-05-01 3:02,2019-05-01 3:17,3534,555,15,2290
SPB-18896,2019-05-01 2:52,2019-05-01 3:17,735,239,25,4330
SPB-03714,2019-05-01 3:02,2019-05-01 3:17,1931,734,15,2660
SPB-11843,2019-05-01 2:33,2019-05-01 3:17,2219,3104,40,10190
SPB-17877,2019-05-01 3:10,2019-05-01 3:17,1251,1212,7,970
SPB-13766,2019-05-01 3:12,2019-05-01 3:17,447,447,4,400
SPB-08265,2019-05-01 2:46,2019-05-01 3:17,326,446,30,4330
SPB-08115,2019-05-01 3:08,2019-05-01 3:17,735,719,8,490
SPB-12477,2019-05-01 2:55,2019-05-01 3:17,150,242,20,4000
SPB-03607,2019-05-01 3:01,2019-05-01 3:17,2601,1208,16,3890
SPB-10982,2019-05-01 3:10,2019-05-01 3:17,650,606,7,1180
SPB-05091,2019-05-01 3:11,2019-05-01 3:17,503,504,6,680
SPB-08776,2019-05-01 2:55,2019-05-01 3:17,602,1440,21,1880
SPB-00085,2019-05-01 2:24,2019-05-01 3:18,1265,2322,53,7840
SPB-07819,2019-05-01 2:22,2019-05-01 3:18,1265,2322,53,7590
SPB-17375,2019-05-01 3:07,2019-05-01 3:18,2293,2263,10,2330
SPB-07978,2019-05-01 2:36,2019-05-01 3:18,144,169,39,5470
SPB-19373,2019-05-01 3:13,2019-05-01 3:18,508,585,4,860
SPB-07678,2019-05-01 3:07,2019-05-01 3:18,951,946,10,1370
SPB-01272,2019-05-01 2:37,2019-05-01 3:18,663,1636,39,7940
SPB-07862,2019-05-01 3:02,2019-05-01 3:18,825,2219,16,2010
SPB-04754,2019-05-01 2:04,2019-05-01 3:18,1118,1169,73,2490
SPB-15888,2019-05-01 3:14,2019-05-01 3:18,2398,2328,3,640
SPB-00978,2019-05-01 2:50,2019-05-01 3:18,2621,1282,27,3510
SPB-08013,2019-05-01 3:08,2019-05-01 3:18,2348,2388,10,1230
SPB-19472,2019-05-01 3:11,2019-05-01 3:18,2241,2340,6,990
SPB-16403,2019-05-01 3:02,2019-05-01 3:18,1004,1020,15,3590
SPB-18020,2019-05-01 3:08,2019-05-01 3:18,123,188,9,1620
SPB-03423,2019-05-01 3:07,2019-05-01 3:18,336,383,11,2450
SPB-19614,2019-05-01 2:45,2019-05-01 3:18,1812,2107,32,5680
SPB-10817,2019-05-01 3:11,2019-05-01 3:18,2111,2108,6,620
SPB-18612,2019-05-01 3:08,2019-05-01 3:18,336,383,10,2240
SPB-01963,2019-05-01 3:12,2019-05-01 3:18,1361,1303,6,1300
SPB-15772,2019-05-01 3:14,2019-05-01 3:19,2297,2279,4,980
SPB-19486,2019-05-01 2:58,2019-05-01 3:19,809,812,19,26950
SPB-11393,2019-05-01 3:06,2019-05-01 3:19,1218,1277,12,1630
SPB-02618,2019-05-01 3:05,2019-05-01 3:19,533,372,13,1310
SPB-18626,2019-05-01 3:03,2019-05-01 3:19,1851,1851,15,43330
SPB-18306,2019-05-01 3:09,2019-05-01 3:19,1001,1015,9,2690
SPB-01901,2019-05-01 3:11,2019-05-01 3:19,535,558,7,1270
SPB-13496,2019-05-01 1:59,2019-05-01 3:19,2293,1250,78,8710
SPB-08309,2019-05-01 3:05,2019-05-01 3:19,1248,1277,12,1940
SPB-18038,2019-05-01 2:00,2019-05-01 3:19,2293,1250,78,8800
SPB-13512,2019-05-01 3:06,2019-05-01 3:19,1218,1277,12,1760
SPB-04256,2019-05-01 2:44,2019-05-01 3:19,579,639,34,3760
SPB-05186,2019-05-01 2:47,2019-05-01 3:19,146,184,32,7010
SPB-11034,2019-05-01 3:09,2019-05-01 3:19,258,283,9,800
SPB-08972,2019-05-01 2:37,2019-05-01 3:19,740,1173,40,4710
SPB-14896,2019-05-01 2:48,2019-05-01 3:19,457,1305,30,3320
SPB-02748,2019-05-01 3:14,2019-05-01 3:19,589,585,4,910
SPB-02604,2019-05-01 3:15,2019-05-01 3:19,1448,1411,3,720
SPB-14777,2019-05-01 2:54,2019-05-01 3:19,363,1337,24,2850
SPB-13653,2019-05-01 3:02,2019-05-01 3:19,1194,1160,16,2060
SPB-05593,2019-05-01 3:12,2019-05-01 3:19,114,130,6,1350
SPB-09825,2019-05-01 3:16,2019-05-01 3:19,2183,2107,3,460
SPB-04184,2019-05-01 2:43,2019-05-01 3:20,336,818,36,4790
SPB-09478,2019-05-01 3:11,2019-05-01 3:20,2396,2244,7,1620
SPB-04393,2019-05-01 3:07,2019-05-01 3:20,2335,2359,12,2030
SPB-13366,2019-05-01 3:11,2019-05-01 3:20,2060,2104,8,1790
SPB-01780,2019-05-01 2:38,2019-05-01 3:20,965,917,41,0
SPB-09561,2019-05-01 2:48,2019-05-01 3:20,2106,251,31,4860
SPB-09791,2019-05-01 3:15,2019-05-01 3:20,513,511,4,480
SPB-16062,2019-05-01 2:43,2019-05-01 3:20,336,818,36,4820
SPB-08934,2019-05-01 2:56,2019-05-01 3:20,1044,1048,23,64230
SPB-02517,2019-05-01 3:09,2019-05-01 3:20,156,147,10,1540
SPB-15554,2019-05-01 2:51,2019-05-01 3:20,1012,1211,28,3430
SPB-17945,2019-05-01 3:10,2019-05-01 3:20,650,658,9,2360
SPB-13790,2019-05-01 3:13,2019-05-01 3:20,2620,1212,6,1600
SPB-17016,2019-05-01 2:34,2019-05-01 3:20,2353,2228,45,6900
SPB-09319,2019-05-01 2:42,2019-05-01 3:20,336,818,39,4810
SPB-17651,2019-05-01 2:27,2019-05-01 3:21,1233,1062,53,10460
SPB-11579,2019-05-01 3:07,2019-05-01 3:21,2353,2332,12,1630
SPB-10138,2019-05-01 2:37,2019-05-01 3:21,639,639,42,2680
SPB-16222,2019-05-01 2:34,2019-05-01 3:21,146,1173,46,11200
SPB-01413,2019-05-01 3:16,2019-05-01 3:21,2020,2015,4,1100
SPB-01358,2019-05-01 3:17,2019-05-01 3:21,1358,1314,2,510
SPB-12775,2019-05-01 2:25,2019-05-01 3:21,104,1106,55,12200
SPB-14807,2019-05-01 2:48,2019-05-01 3:21,1729,1303,32,12240
SPB-03545,2019-05-01 3:03,2019-05-01 3:21,1663,1669,17,3360
SPB-18770,2019-05-01 2:59,2019-05-01 3:21,1625,1681,21,2030
SPB-06140,2019-05-01 1:39,2019-05-01 3:21,583,583,101,14440
SPB-12527,2019-05-01 2:53,2019-05-01 3:21,1157,1146,26,3080
SPB-11415,2019-05-01 3:03,2019-05-01 3:21,2243,2340,17,1910
SPB-15610,2019-05-01 3:18,2019-05-01 3:21,933,932,2,370
SPB-19542,2019-05-01 3:16,2019-05-01 3:21,252,251,5,460
SPB-10193,2019-05-01 2:59,2019-05-01 3:21,2102,1912,21,3540
SPB-13103,2019-05-01 3:19,2019-05-01 3:21,1816,1821,1,250
SPB-14172,2019-05-01 3:06,2019-05-01 3:21,712,703,14,4330
SPB-11233,2019-05-01 3:15,2019-05-01 3:21,1402,1443,6,840
SPB-16363,2019-05-01 3:05,2019-05-01 3:21,1829,1912,15,3130
SPB-15396,2019-05-01 2:01,2019-05-01 3:21,311,660,79,7780
SPB-06745,2019-05-01 3:01,2019-05-01 3:21,1623,1656,20,0
SPB-14054,2019-05-01 3:09,2019-05-01 3:21,502,582,12,3120
SPB-11799,2019-05-01 3:16,2019-05-01 3:22,1204,1282,5,1050
SPB-15898,2019-05-01 2:45,2019-05-01 3:22,2313,574,36,6340
SPB-13168,2019-05-01 3:00,2019-05-01 3:22,1651,1654,21,2030
SPB-08895,2019-05-01 3:15,2019-05-01 3:22,2140,2139,5,1130
SPB-03519,2019-05-01 3:14,2019-05-01 3:22,2136,2169,7,1230
SPB-18621,2019-05-01 2:52,2019-05-01 3:22,2032,2503,29,5150
SPB-09528,2019-05-01 3:11,2019-05-01 3:22,306,384,10,1760
SPB-19411,2019-05-01 2:52,2019-05-01 3:22,2617,1012,27,5400
SPB-07138,2019-05-01 1:44,2019-05-01 3:22,2002,1996,97,15890
SPB-09373,2019-05-01 3:05,2019-05-01 3:22,1449,634,16,2800
SPB-07981,2019-05-01 3:13,2019-05-01 3:22,3508,513,8,1620
SPB-15422,2019-05-01 3:18,2019-05-01 3:22,1670,1659,3,870
SPB-03201,2019-05-01 0:57,2019-05-01 3:22,171,2226,145,14220
SPB-14408,2019-05-01 2:49,2019-05-01 3:22,1278,2384,32,6860
SPB-18763,2019-05-01 2:31,2019-05-01 3:22,1299,2369,51,9580
SPB-03425,2019-05-01 2:53,2019-05-01 3:22,2310,551,29,9510
SPB-15251,2019-05-01 1:43,2019-05-01 3:22,2002,1996,98,16380
SPB-04031,2019-05-01 2:57,2019-05-01 3:22,1515,1684,24,6040
SPB-15982,2019-05-01 2:24,2019-05-01 3:22,150,2009,57,9360
SPB-05269,2019-05-01 3:05,2019-05-01 3:22,3515,3515,17,2570
SPB-11851,2019-05-01 2:57,2019-05-01 3:22,2127,2145,23,4590
SPB-13041,2019-05-01 3:14,2019-05-01 3:22,2015,2024,7,1960
SPB-11302,2019-05-01 3:01,2019-05-01 3:23,2230,2219,20,3120
SPB-18339,2019-05-01 2:42,2019-05-01 3:23,1532,3514,40,8900
SPB-05977,2019-05-01 3:17,2019-05-01 3:23,1001,1060,4,1070
SPB-10115,2019-05-01 3:18,2019-05-01 3:23,2102,2103,4,810
SPB-19165,2019-05-01 2:36,2019-05-01 3:23,127,144,45,7600
SPB-19733,2019-05-01 3:00,2019-05-01 3:23,1011,1008,20,3080
SPB-05599,2019-05-01 3:14,2019-05-01 3:23,609,636,8,1120
SPB-16977,2019-05-01 3:13,2019-05-01 3:23,3534,509,9,1990
SPB-14510,2019-05-01 3:08,2019-05-01 3:23,1531,1514,14,3380
SPB-19449,2019-05-01 2:58,2019-05-01 3:23,2619,2619,23,3240
SPB-07318,2019-05-01 3:08,2019-05-01 3:23,1742,1503,14,1310
SPB-18008,2019-05-01 3:10,2019-05-01 3:23,634,635,12,1210
SPB-16694,2019-05-01 3:11,2019-05-01 3:23,1454,1334,11,2740
SPB-09524,2019-05-01 3:15,2019-05-01 3:23,114,139,7,1260
SPB-19360,2019-05-01 3:17,2019-05-01 3:23,1010,1059,5,910
SPB-12959,2019-05-01 2:55,2019-05-01 3:23,3506,589,27,2240
SPB-04417,2019-05-01 3:01,2019-05-01 3:23,347,525,21,3460
SPB-11566,2019-05-01 3:10,2019-05-01 3:23,642,579,12,860
SPB-18860,2019-05-01 3:05,2019-05-01 3:23,267,283,17,2080
SPB-14532,2019-05-01 3:19,2019-05-01 3:23,266,240,4,930
SPB-07469,2019-05-01 3:11,2019-05-01 3:23,1153,1110,11,2010
SPB-05458,2019-05-01 3:02,2019-05-01 3:24,2024,220,21,4240
SPB-02407,2019-05-01 2:37,2019-05-01 3:24,807,257,45,8840
SPB-06716,2019-05-01 3:07,2019-05-01 3:24,3515,3515,16,2260
SPB-08813,2019-05-01 3:09,2019-05-01 3:24,577,1008,13,2080
SPB-14250,2019-05-01 2:44,2019-05-01 3:24,146,293,38,5420
SPB-06507,2019-05-01 3:09,2019-05-01 3:24,1503,1504,14,2470
SPB-17090,2019-05-01 2:57,2019-05-01 3:24,809,819,26,4430
SPB-18084,2019-05-01 3:18,2019-05-01 3:24,1655,1650,5,1370
SPB-19249,2019-05-01 3:05,2019-05-01 3:24,1653,1630,17,2730
SPB-15402,2019-05-01 2:38,2019-05-01 3:24,424,950,45,6520
SPB-14133,2019-05-01 2:49,2019-05-01 3:24,1683,1503,34,6310
SPB-11666,2019-05-01 2:57,2019-05-01 3:24,1201,2618,26,3510
SPB-18830,2019-05-01 3:12,2019-05-01 3:24,1459,1411,10,1980
SPB-04443,2019-05-01 3:19,2019-05-01 3:24,1539,1539,5,90
SPB-18756,2019-05-01 3:08,2019-05-01 3:24,1260,2620,16,1810
SPB-18096,2019-05-01 3:16,2019-05-01 3:25,3500,572,8,1390
SPB-16161,2019-05-01 3:20,2019-05-01 3:25,115,116,4,740
SPB-18877,2019-05-01 3:11,2019-05-01 3:25,1201,2620,13,2180
SPB-08550,2019-05-01 3:14,2019-05-01 3:25,1265,1282,10,2260
SPB-08326,2019-05-01 3:21,2019-05-01 3:25,1920,1985,4,430
SPB-02532,2019-05-01 3:11,2019-05-01 3:25,1135,1141,13,3400
SPB-06403,2019-05-01 3:10,2019-05-01 3:25,907,177,14,2890
SPB-10877,2019-05-01 3:16,2019-05-01 3:25,1826,1825,8,1260
SPB-19521,2019-05-01 3:22,2019-05-01 3:25,641,612,3,610
SPB-12130,2019-05-01 3:21,2019-05-01 3:25,2032,2060,0,0
SPB-08285,2019-05-01 3:09,2019-05-01 3:26,901,931,14,980
SPB-19675,2019-05-01 3:12,2019-05-01 3:26,2239,2302,13,2180
SPB-05047,2019-05-01 3:21,2019-05-01 3:26,2297,2279,4,980
SPB-09914,2019-05-01 2:51,2019-05-01 3:26,437,817,31,3810
SPB-06628,2019-05-01 2:22,2019-05-01 3:26,351,945,62,9270
SPB-18150,2019-05-01 3:14,2019-05-01 3:26,1937,1966,11,2280
SPB-19568,2019-05-01 2:36,2019-05-01 3:26,152,931,47,7060
SPB-19892,2019-05-01 3:12,2019-05-01 3:26,813,2002,12,2740
SPB-06924,2019-05-01 2:36,2019-05-01 3:26,152,931,49,8160
SPB-08221,2019-05-01 3:22,2019-05-01 3:26,640,640,3,70
SPB-12582,2019-05-01 2:57,2019-05-01 3:26,316,436,28,3860
SPB-04721,2019-05-01 2:45,2019-05-01 3:26,959,959,41,8440
SPB-02729,2019-05-01 3:15,2019-05-01 3:26,268,283,10,2130
SPB-20017,2019-05-01 3:22,2019-05-01 3:26,1994,1957,3,660
SPB-08474,2019-05-01 3:19,2019-05-01 3:26,746,756,6,1070
SPB-18661,2019-05-01 3:19,2019-05-01 3:26,1115,1158,6,1420
SPB-10617,2019-05-01 2:53,2019-05-01 3:26,658,1402,31,5570
SPB-15117,2019-05-01 3:13,2019-05-01 3:26,1050,1271,12,3740
SPB-04353,2019-05-01 2:50,2019-05-01 3:26,2069,2002,36,5560
SPB-13208,2019-05-01 3:10,2019-05-01 3:26,2217,2361,15,2520
SPB-15373,2019-05-01 3:20,2019-05-01 3:26,1021,1057,5,1310
SPB-07105,2019-05-01 3:13,2019-05-01 3:26,1318,1321,12,2150
SPB-13622,2019-05-01 2:26,2019-05-01 3:26,1337,1336,60,9700
SPB-05381,2019-05-01 3:21,2019-05-01 3:26,1528,1546,4,1100
SPB-06422,2019-05-01 3:21,2019-05-01 3:26,1209,1278,5,640
SPB-15527,2019-05-01 3:12,2019-05-01 3:26,2290,2298,13,2450
SPB-02306,2019-05-01 3:13,2019-05-01 3:26,1318,1321,12,2140
SPB-16946,2019-05-01 3:11,2019-05-01 3:27,1726,1503,14,2920
SPB-13463,2019-05-01 3:11,2019-05-01 3:27,124,3104,15,2700
SPB-10595,2019-05-01 2:36,2019-05-01 3:27,3102,914,48,8190
SPB-13209,2019-05-01 3:06,2019-05-01 3:27,103,175,20,4160
SPB-00067,2019-05-01 3:25,2019-05-01 3:27,725,706,1,310
SPB-04183,2019-05-01 3:10,2019-05-01 3:27,1503,1532,16,2590
SPB-07331,2019-05-01 3:13,2019-05-01 3:27,1655,1637,12,2760
SPB-09187,2019-05-01 3:12,2019-05-01 3:27,152,183,14,2340
SPB-02546,2019-05-01 3:16,2019-05-01 3:27,3508,546,10,2950
SPB-01247,2019-05-01 2:48,2019-05-01 3:27,820,2016,38,8640
SPB-17209,2019-05-01 3:12,2019-05-01 3:27,152,183,14,2640
SPB-05915,2019-05-01 2:55,2019-05-01 3:27,2301,546,32,7840
SPB-07893,2019-05-01 3:06,2019-05-01 3:27,1401,627,20,4250
SPB-10150,2019-05-01 3:12,2019-05-01 3:27,1448,1431,14,3070
SPB-03068,2019-05-01 2:50,2019-05-01 3:27,820,2016,37,8630
SPB-10051,2019-05-01 3:09,2019-05-01 3:27,1454,663,17,3070
SPB-14179,2019-05-01 3:06,2019-05-01 3:27,1625,1655,20,4250
SPB-10930,2019-05-01 3:14,2019-05-01 3:27,2228,2283,12,1580
SPB-19323,2019-05-01 3:25,2019-05-01 3:28,3501,505,3,120
SPB-14264,2019-05-01 3:15,2019-05-01 3:28,538,612,12,2180
SPB-03087,2019-05-01 3:08,2019-05-01 3:28,1650,1681,18,2550
SPB-13566,2019-05-01 3:25,2019-05-01 3:28,124,122,2,530
SPB-13066,2019-05-01 3:10,2019-05-01 3:28,2228,2506,16,1230
SPB-10655,2019-05-01 3:24,2019-05-01 3:28,2318,2380,4,390
SPB-07425,2019-05-01 3:19,2019-05-01 3:28,745,714,8,1240
SPB-11135,2019-05-01 3:19,2019-05-01 3:28,232,267,8,1110
SPB-08802,2019-05-01 3:22,2019-05-01 3:28,2349,2381,5,760
SPB-08717,2019-05-01 2:53,2019-05-01 3:28,1222,1027,33,7660
SPB-12363,2019-05-01 3:16,2019-05-01 3:28,538,558,11,1620
SPB-18359,2019-05-01 3:14,2019-05-01 3:28,1662,1709,14,2390
SPB-14127,2019-05-01 3:17,2019-05-01 3:28,1155,1182,11,2020
SPB-16802,2019-05-01 3:20,2019-05-01 3:29,1220,1222,8,1060
SPB-17888,2019-05-01 2:58,2019-05-01 3:29,520,1304,30,6460
SPB-07428,2019-05-01 3:18,2019-05-01 3:29,1427,602,10,1420
SPB-19187,2019-05-01 3:07,2019-05-01 3:29,157,147,21,2120
SPB-07865,2019-05-01 3:23,2019-05-01 3:29,2297,2279,5,520
SPB-19084,2019-05-01 3:19,2019-05-01 3:29,558,630,8,1220
SPB-14240,2019-05-01 3:10,2019-05-01 3:29,176,906,17,4870
SPB-05868,2019-05-01 3:23,2019-05-01 3:29,125,130,5,740
SPB-01622,2019-05-01 1:09,2019-05-01 3:29,207,2184,139,22690
SPB-11929,2019-05-01 3:19,2019-05-01 3:29,1264,1061,9,1540
SPB-15873,2019-05-01 3:13,2019-05-01 3:29,1203,1300,15,3050
SPB-09240,2019-05-01 3:20,2019-05-01 3:29,1435,1441,8,1310
SPB-10246,2019-05-01 3:08,2019-05-01 3:29,1248,1279,19,3980
SPB-02385,2019-05-01 3:14,2019-05-01 3:29,2058,2063,14,1670
SPB-14697,2019-05-01 2:57,2019-05-01 3:29,741,745,31,3980
SPB-14044,2019-05-01 3:13,2019-05-01 3:29,1414,1456,15,2460
SPB-07827,2019-05-01 3:17,2019-05-01 3:29,284,262,11,810
SPB-02733,2019-05-01 2:24,2019-05-01 3:29,146,2175,64,8730
SPB-14977,2019-05-01 2:24,2019-05-01 3:29,146,2175,64,8780
SPB-16655,2019-05-01 3:14,2019-05-01 3:29,2175,2183,14,5450
SPB-03571,2019-05-01 3:05,2019-05-01 3:29,1721,1625,23,3930
SPB-19337,2019-05-01 1:29,2019-05-01 3:29,303,302,115,12790
SPB-18896,2019-05-01 3:25,2019-05-01 3:30,239,277,4,790
SPB-04918,2019-05-01 2:32,2019-05-01 3:30,2169,2000,57,9500
SPB-06227,2019-05-01 2:31,2019-05-01 3:30,2169,2000,57,9450
SPB-19621,2019-05-01 3:10,2019-05-01 3:30,2604,1031,18,3480
SPB-08890,2019-05-01 2:55,2019-05-01 3:30,2173,1822,33,5880
SPB-08811,2019-05-01 3:16,2019-05-01 3:30,173,156,12,2190
SPB-04625,2019-05-01 3:02,2019-05-01 3:30,1278,3533,28,5090
SPB-14894,2019-05-01 3:16,2019-05-01 3:30,1285,1265,13,2840
SPB-08326,2019-05-01 3:26,2019-05-01 3:30,1985,1984,3,300
SPB-07901,2019-05-01 3:28,2019-05-01 3:30,262,263,1,340
SPB-00459,2019-05-01 3:15,2019-05-01 3:30,1509,1663,14,3010
SPB-19962,2019-05-01 3:26,2019-05-01 3:30,1362,1336,3,750
SPB-10850,2019-05-01 3:24,2019-05-01 3:30,2341,2412,5,1070
SPB-16495,2019-05-01 2:33,2019-05-01 3:30,1029,1001,56,2900
SPB-10167,2019-05-01 3:14,2019-05-01 3:30,2390,2328,15,3650
SPB-19359,2019-05-01 3:11,2019-05-01 3:30,1127,1125,18,1710
SPB-10050,2019-05-01 2:58,2019-05-01 3:30,1122,740,31,4510
SPB-10949,2019-05-01 2:35,2019-05-01 3:30,1029,1001,55,2520
SPB-19414,2019-05-01 3:22,2019-05-01 3:30,2504,2504,7,50
SPB-07243,2019-05-01 3:26,2019-05-01 3:30,1619,1681,4,820
SPB-07123,2019-05-01 3:15,2019-05-01 3:30,1214,2384,14,4620
SPB-13555,2019-05-01 2:54,2019-05-01 3:30,1122,740,35,5060
SPB-12582,2019-05-01 3:27,2019-05-01 3:30,436,437,3,940
SPB-15627,2019-05-01 3:06,2019-05-01 3:31,965,123,23,3700
SPB-15227,2019-05-01 2:31,2019-05-01 3:31,2365,3517,59,9760
SPB-03854,2019-05-01 3:09,2019-05-01 3:31,1674,1733,21,2750
SPB-03792,2019-05-01 3:18,2019-05-01 3:31,709,1929,12,2050
SPB-11771,2019-05-01 3:26,2019-05-01 3:31,1129,1199,4,740
SPB-14998,2019-05-01 3:23,2019-05-01 3:31,1022,1044,7,1450
SPB-12753,2019-05-01 3:24,2019-05-01 3:31,917,935,6,1310
SPB-08258,2019-05-01 3:01,2019-05-01 3:31,157,224,30,4990
SPB-17600,2019-05-01 3:13,2019-05-01 3:31,1955,1955,17,1860
SPB-03857,2019-05-01 3:12,2019-05-01 3:31,104,417,18,3760
SPB-10030,2019-05-01 3:06,2019-05-01 3:31,1529,1501,25,2000
SPB-17396,2019-05-01 3:04,2019-05-01 3:31,714,700,26,6110
SPB-06242,2019-05-01 3:16,2019-05-01 3:32,1009,1008,15,1900
SPB-19989,2019-05-01 3:20,2019-05-01 3:32,1911,1920,11,2640
SPB-09492,2019-05-01 2:54,2019-05-01 3:32,1193,1178,37,4320
SPB-18725,2019-05-01 3:28,2019-05-01 3:32,1691,1692,3,430
SPB-16090,2019-05-01 3:12,2019-05-01 3:32,524,522,19,1530
SPB-07157,2019-05-01 3:12,2019-05-01 3:32,1448,3500,19,5280
SPB-05593,2019-05-01 3:25,2019-05-01 3:32,130,122,6,1070
SPB-12355,2019-05-01 3:24,2019-05-01 3:32,1051,1008,7,890
SPB-10659,2019-05-01 2:40,2019-05-01 3:32,2620,559,50,11930
SPB-12912,2019-05-01 3:24,2019-05-01 3:32,135,3107,7,1600
SPB-18801,2019-05-01 3:22,2019-05-01 3:32,3517,584,9,1970
SPB-06932,2019-05-01 3:20,2019-05-01 3:32,3501,3536,11,1080
SPB-15201,2019-05-01 3:15,2019-05-01 3:32,946,951,16,1640
SPB-16840,2019-05-01 3:24,2019-05-01 3:32,2255,2243,7,1360
SPB-07162,2019-05-01 3:14,2019-05-01 3:32,704,1135,17,2840
SPB-17766,2019-05-01 3:27,2019-05-01 3:32,931,913,4,900
SPB-13710,2019-05-01 3:26,2019-05-01 3:32,1692,1653,5,1180
SPB-06429,2019-05-01 2:36,2019-05-01 3:32,1120,1132,53,2490
SPB-14751,2019-05-01 3:18,2019-05-01 3:32,707,750,14,2400
SPB-13163,2019-05-01 3:24,2019-05-01 3:32,1668,1616,8,1220
SPB-15706,2019-05-01 3:13,2019-05-01 3:32,414,184,18,3060
SPB-04062,2019-05-01 2:43,2019-05-01 3:33,2064,2298,49,6400
SPB-19243,2019-05-01 3:24,2019-05-01 3:33,917,956,7,2090
SPB-17683,2019-05-01 3:22,2019-05-01 3:33,1159,1113,10,2430
SPB-04668,2019-05-01 3:26,2019-05-01 3:33,103,109,6,1370
SPB-13571,2019-05-01 3:23,2019-05-01 3:33,2408,1243,9,1370
SPB-17549,2019-05-01 3:15,2019-05-01 3:33,2337,2342,17,910
SPB-07857,2019-05-01 2:28,2019-05-01 3:33,1608,1422,62,67700
SPB-11336,2019-05-01 3:27,2019-05-01 3:33,1231,1278,5,780
SPB-10406,2019-05-01 3:18,2019-05-01 3:33,706,706,14,1440
SPB-12253,2019-05-01 3:27,2019-05-01 3:33,809,839,5,780
SPB-11594,2019-05-01 3:31,2019-05-01 3:33,2061,2026,2,570
SPB-09510,2019-05-01 3:23,2019-05-01 3:33,194,912,9,1790
SPB-06413,2019-05-01 3:26,2019-05-01 3:33,2241,2294,6,1240
SPB-14403,2019-05-01 3:27,2019-05-01 3:33,1328,1339,6,1420
SPB-18211,2019-05-01 3:17,2019-05-01 3:33,1407,1608,16,1950
SPB-14589,2019-05-01 3:13,2019-05-01 3:33,1010,1300,20,3950
SPB-08205,2019-05-01 3:25,2019-05-01 3:33,2502,2231,7,1540
SPB-18906,2019-05-01 3:23,2019-05-01 3:33,1686,1627,8,1310
SPB-15835,2019-05-01 3:10,2019-05-01 3:34,1401,1533,22,4630
SPB-13841,2019-05-01 3:23,2019-05-01 3:34,1937,1936,10,1680
SPB-09334,2019-05-01 3:05,2019-05-01 3:34,841,2058,26,3620
SPB-15370,2019-05-01 3:20,2019-05-01 3:34,2701,1158,13,3210
SPB-16590,2019-05-01 3:18,2019-05-01 3:34,1690,1651,15,1830
SPB-07572,2019-05-01 3:24,2019-05-01 3:34,1158,1132,9,1970
SPB-02663,2019-05-01 3:10,2019-05-01 3:34,841,2058,23,3540
SPB-17006,2019-05-01 3:21,2019-05-01 3:34,2337,2342,12,930
SPB-19696,2019-05-01 3:01,2019-05-01 3:34,505,2317,31,5070
SPB-13663,2019-05-01 3:04,2019-05-01 3:34,146,287,29,5000
SPB-18745,2019-05-01 2:54,2019-05-01 3:34,500,1332,40,8830
SPB-17503,2019-05-01 3:14,2019-05-01 3:34,841,2058,20,3540
SPB-00916,2019-05-01 3:14,2019-05-01 3:34,841,2058,20,3560
SPB-19999,2019-05-01 3:31,2019-05-01 3:34,158,395,2,470
SPB-02137,2019-05-01 3:28,2019-05-01 3:34,101,152,5,1200
SPB-16928,2019-05-01 2:48,2019-05-01 3:34,802,1363,45,7780
SPB-09578,2019-05-01 3:29,2019-05-01 3:34,633,656,4,840
SPB-04249,2019-05-01 3:12,2019-05-01 3:34,1308,358,21,4400
SPB-17387,2019-05-01 3:13,2019-05-01 3:34,1159,1128,20,4130
SPB-13338,2019-05-01 3:11,2019-05-01 3:34,841,2058,22,3690
SPB-17016,2019-05-01 3:21,2019-05-01 3:34,2228,2060,13,1850
SPB-16050,2019-05-01 3:17,2019-05-01 3:34,1690,1651,16,1860
SPB-15417,2019-05-01 3:20,2019-05-01 3:34,161,175,13,3500
